cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49
I0,0,0,0,0,0,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,2,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1
I1,0,0,2,0,2,1,0,2,1,0,2,0,0,2,0,2,0,0,0,2,2,0,2,1,1,0,0,2,1,0,2,0,2,0,0,1,1,1,1,2,0,2,0,0,1,0,1,0,0,1
I2,0,2,2,0,2,1,0,2,1,0,2,0,2,2,2,2,1,2,0,2,2,2,2,1,1,0,0,2,1,1,2,0,2,1,1,1,1,1,1,2,0,2,1,2,1,0,1,0,0,1
216_4,0,2,2,0,2,1,0,2,1,0,2,0,2,2,2,2,1,2,0,2,2,2,2,1,1,0,0,2,1,1,2,0,2,1,1,1,1,1,1,2,0,2,1,2,1,0,1,0,2,1
216_3,2,2,2,0,2,1,0,2,1,0,2,0,2,2,2,2,1,2,0,2,2,2,2,1,1,1,0,2,1,1,2,0,2,1,1,1,1,1,1,2,0,2,1,2,1,0,1,1,0,1
I3,0,0,2,0,2,1,0,2,1,0,2,0,0,2,0,2,2,0,0,2,2,1,2,1,1,0,0,2,1,1,2,0,2,0,0,1,1,1,1,2,1,2,0,0,1,0,1,0,2,1
216_2,0,0,2,0,2,1,1,2,1,0,2,0,2,2,0,2,2,0,0,2,2,1,2,1,1,0,0,2,1,1,2,0,2,0,1,1,1,1,1,2,1,2,0,2,1,0,1,0,2,1
216_1,0,0,2,0,2,1,0,2,1,0,2,0,0,2,0,2,2,0,0,2,2,1,2,1,1,0,0,2,1,1,2,0,2,0,0,1,1,1,1,2,1,2,0,0,1,0,1,0,2,1
I4,0,0,2,0,1,0,0,2,1,0,2,0,0,2,0,0,1,2,0,0,2,2,2,0,1,0,0,2,1,0,2,0,2,0,1,0,1,0,0,1,0,2,1,0,0,0,1,2,0,1
I5,0,0,2,0,1,2,2,2,1,2,2,0,0,2,2,0,1,2,0,0,2,2,2,0,1,0,0,2,1,0,2,0,2,0,1,2,1,1,2,1,0,2,1,1,0,0,1,2,1,1
216_10,0,0,2,0,1,2,2,2,1,2,2,0,0,2,2,0,1,2,0,0,2,2,2,1,1,0,0,2,1,0,2,0,2,0,1,2,1,1,2,1,0,2,1,1,1,0,1,2,1,1
216_9,0,0,2,0,1,2,2,2,1,2,2,0,1,2,2,0,1,2,0,0,2,2,2,0,1,0,1,2,1,1,2,0,2,0,1,2,1,1,2,1,0,2,1,1,0,0,1,2,1,1
I6,1,1,2,0,1,0,0,2,1,0,2,0,0,2,0,0,1,2,0,1,2,2,2,1,1,0,0,2,1,0,2,0,2,0,1,0,1,0,0,1,0,2,1,0,0,1,1,2,2,1
I7,1,1,2,0,1,2,0,2,1,0,2,2,0,2,1,0,1,2,0,1,2,2,2,1,1,0,0,2,1,0,2,0,2,0,1,0,1,0,0,1,0,2,1,0,0,1,1,2,2,1
216_6,1,1,2,0,1,2,0,2,1,0,2,2,0,2,1,0,1,2,0,1,2,2,2,1,1,0,0,2,1,0,2,0,2,0,1,0,1,0,1,1,0,2,1,0,0,1,1,2,2,1
216_5,1,1,2,0,1,2,0,2,1,0,2,2,0,2,1,0,1,2,2,1,2,2,2,1,1,0,0,2,1,0,2,0,2,0,1,0,1,0,0,1,0,2,1,0,0,1,1,2,2,1
I8,1,1,2,0,1,1,0,2,1,0,2,0,0,2,0,2,1,2,0,1,2,2,2,1,1,0,0,2,1,1,2,0,2,0,1,0,1,2,0,1,1,2,1,0,0,1,1,2,2,1
216_8,1,1,2,0,1,1,1,2,1,2,2,0,0,2,0,2,1,2,0,1,2,2,2,1,1,0,2,2,1,1,2,0,2,0,1,0,1,2,1,1,1,2,1,0,0,1,1,2,2,1
216_7,1,1,2,0,1,1,0,2,1,0,2,0,0,2,0,2,1,2,0,1,2,2,2,1,1,0,0,2,1,1,2,0,2,0,1,0,1,2,1,1,1,2,1,0,0,1,1,2,2,1
Evolve tree: [&R] ((((216_7:19,216_8:19)I8:47,(216_5:17,216_6:17)I7:49)I6:45,(216_9:12,216_10:12)I5:99)I4:46,((216_1:37,216_2:37)I3:67,(216_3:23,216_4:23)I2:81)I1:53)I0:58;
