cell,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49
I0,0,0,2,2,2,2,0,0,2,0,2,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,1,1
I1,2,0,2,2,2,2,1,0,2,1,2,0,0,2,0,1,2,0,1,0,0,1,0,0,0,2,0,2,0,2,1,0,0,0,2,2,2,0,1,0,0,0,2,2,1,0,0,0,1,1
I2,2,1,2,2,2,2,1,0,2,1,2,0,0,2,0,1,2,0,1,0,0,1,0,0,0,2,1,2,0,2,1,0,0,0,2,2,2,0,1,0,0,0,2,2,1,0,0,0,1,1
216_4,2,1,2,2,2,2,1,0,2,1,2,0,0,2,0,1,2,0,1,0,0,1,1,0,0,2,1,2,0,2,1,2,0,0,2,2,2,0,1,0,0,0,2,2,1,0,0,0,1,1
216_3,2,1,2,2,2,2,1,0,2,1,2,0,0,2,1,1,2,0,1,1,0,1,2,0,0,2,1,2,0,2,1,0,0,1,2,2,2,0,1,0,0,0,2,2,1,0,2,0,1,1
I3,2,0,2,2,2,2,1,0,2,1,2,0,2,2,0,1,2,0,1,0,0,1,1,2,0,2,0,2,0,2,1,0,0,0,2,2,2,0,1,0,0,0,2,2,1,0,0,0,1,1
216_2,2,0,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,0,1,0,2,1,1,2,1,2,0,2,2,2,1,0,2,0,2,2,2,0,1,0,1,1,2,2,1,0,0,1,1,1
216_1,2,2,2,2,2,2,1,0,2,1,2,0,2,2,0,1,2,0,1,0,1,1,1,2,0,2,0,2,0,2,1,1,0,0,2,2,2,0,1,1,0,0,2,2,1,0,2,0,1,1
I4,0,0,2,2,2,2,1,0,2,0,2,0,0,2,0,1,2,0,1,0,0,1,1,0,0,1,2,2,0,2,1,0,0,0,2,2,2,0,0,0,0,0,2,0,1,0,0,0,1,1
I5,0,0,2,2,2,2,1,2,2,0,2,0,0,2,1,1,2,0,1,1,1,1,1,0,0,1,2,2,1,2,1,1,0,0,2,2,2,1,0,0,0,0,2,0,1,0,0,0,1,1
216_10,0,0,2,2,2,2,1,2,2,0,2,1,0,2,1,1,2,1,1,1,1,1,1,0,1,1,2,2,1,2,1,1,0,0,2,2,2,1,2,2,1,0,2,0,1,0,0,0,1,1
216_9,0,0,2,2,2,2,1,2,2,1,2,0,0,2,1,1,2,0,1,1,1,1,1,0,0,1,2,2,1,2,1,1,0,1,2,2,2,1,0,2,0,2,2,0,1,0,0,0,1,1
I6,0,0,2,2,2,2,1,0,2,0,2,1,0,2,0,1,2,0,1,0,0,1,1,1,0,1,2,2,0,2,1,2,0,1,2,2,2,0,0,0,0,0,2,1,1,0,0,0,1,1
I7,0,1,2,2,2,2,1,0,2,1,2,1,0,2,1,1,2,1,1,0,0,1,1,1,0,1,2,2,0,2,1,2,0,1,2,2,2,0,0,0,0,0,2,1,1,1,2,0,1,1
216_8,0,1,2,2,2,2,1,0,2,1,2,1,0,2,1,1,2,1,1,0,0,1,1,1,0,1,2,2,0,2,1,2,0,1,2,2,2,0,0,0,0,0,2,1,1,1,2,0,1,1
216_7,0,1,2,2,2,2,1,0,2,1,2,1,0,2,1,1,2,1,1,0,0,1,1,1,1,1,2,2,0,2,1,2,0,1,2,2,2,0,0,0,0,0,2,1,1,1,2,0,1,1
I8,0,2,2,2,2,2,1,0,2,2,2,1,0,2,1,1,2,0,1,0,0,1,1,1,0,1,2,2,0,2,1,2,0,1,2,2,2,0,0,0,2,2,2,1,1,1,0,0,1,1
216_6,0,2,2,2,2,2,1,0,2,2,2,1,0,2,1,1,2,0,1,0,0,1,1,1,0,1,2,2,0,2,1,2,0,1,2,2,2,0,0,0,2,2,2,1,1,1,0,0,1,1
216_5,0,2,2,2,2,2,1,0,2,2,2,1,0,2,1,1,2,0,1,0,1,1,1,1,0,1,2,2,0,2,1,2,0,1,2,2,2,0,0,0,2,2,2,1,1,1,0,0,1,1
Evolve tree: [&R] ((((216_5:11,216_6:11)I8:36,(216_7:9,216_8:9)I7:38)I6:43,(216_9:39,216_10:39)I5:51)I4:49,((216_1:29,216_2:29)I3:51,(216_3:28,216_4:28)I2:52)I1:59)I0:76;
